movie_name,release_year,director,age_difference,actor_1_name,actor_1_gender,actor_1_birthdate,actor_1_age,actor_2_name,actor_2_gender,actor_2_birthdate,actor_2_age
Brokeback Mountain,2005,Ang Lee,1,Heath Ledger,man,1979-04-24,26,Michelle Williams,woman,1980-09-09,25
Pride & Prejudice,2005,Joe Wright,1,Simon Woods,man,1980-01-07,25,Rosamund Pike,woman,1979-01-27,26
Shopgirl,2005,Anand Tucker,1,Jason Schwartzman,man,1980-06-26,25,Claire Danes,woman,1979-04-12,26
Brokeback Mountain,2005,Ang Lee,2,Jake Gyllenhaal,man,1980-12-19,25,Anne Hathaway,woman,1982-11-12,23
Venus,2006,Michael Curtiz,50,Peter O'Toole,man,1932-08-02,74,Jodie Whittaker,woman,1982-06-03,24
Firewall,2006,Richard Loncraine,19,Harrison Ford,man,1942-07-13,64,Virginia Madsen,woman,1961-09-11,45
Deja Vu,2006,Tony Scott,21,Denzel Washington,man,1954-12-28,52,Paula Patton,woman,1975-12-05,31
Dreamgirls,2006,Bill Condon,11,Eddie Murphy,man,1961-04-03,45,Anika Noni Rose,woman,1972-09-06,34
Mission: Impossible III,2006,J.J. Abrams,14,Tom Cruise,man,1962-07-03,44,Michelle Monaghan,woman,1976-03-23,30
Jerry Maguire,2006,Cameron Crowe,7,Tom Cruise,man,1962-07-03,44,Renee Zellweger,woman,1969-04-25,37
A Good Year,2006,Ridley Scott,11,Russell Crowe,man,1964-04-07,42,Marion Cotillard,woman,1975-09-30,31
The Lake House,2006,Alejandro Agresti,0,Keanu Reeves,man,1964-09-02,42,Sandra Bullock,woman,1964-07-26,42
Talladega Nights: The Ballad of Ricky Bobby,2006,Adam McKay,9,John C. Reilly,man,1965-05-24,41,Leslie Bibb,woman,1974-11-17,32
Click,2006,Frank Coraci,7,Adam Sandler,man,1966-09-09,40,Kate Beckinsale,woman,1973-07-26,33
Stranger Than Fiction,2006,Marc Forster,10,Will Ferrell,man,1967-07-16,39,Maggie Gyllenhaal,woman,1977-11-16,29
Talladega Nights: The Ballad of Ricky Bobby,2006,Adam McKay,7,Will Ferrell,man,1967-07-16,39,Leslie Bibb,woman,1974-11-17,32
Crank,2006,"Mark Neveldine, Brian Taylor",9,Jason Statham,man,1967-07-26,39,Amy Smart,woman,1976-03-26,30
Dreamgirls,2006,Bill Condon,14,Jamie Foxx,man,1967-12-13,39,Beyonce Knowles,woman,1981-09-04,25
Dreamgirls,2006,Bill Condon,14,Jamie Foxx,man,1967-12-13,39,Jennifer Hudson,woman,1981-09-12,25
Last Holiday,2006,Wayne Wang,2,LL Cool J,man,1968-01-14,38,Queen Latifah,woman,1970-03-18,36
Casino Royale,2006,Martin Campbell,12,Daniel Craig,man,1968-03-02,38,Eva Green,woman,1980-07-06,26
Thank You for Smoking,2006,Jason Reitman,10,Aaron Eckhart,man,1968-03-12,38,Katie Holmes,woman,1978-12-18,28
Scoop,2006,Woody Allen,16,Hugh Jackman,man,1968-10-12,38,Scarlett Johansson,woman,1984-11-22,22
The Prestige,2006,Christopher Nolan,16,Hugh Jackman,man,1968-10-12,38,Scarlett Johansson,woman,1984-11-22,22
The Devil Wears Prada,2006,David Frankel,13,Simon Baker,man,1969-07-30,37,Anne Hathaway,woman,1982-11-12,24
Something New,2006,Sanaa Hamri,2,Simon Baker,man,1969-07-30,37,Sanaa Lathan,woman,1971-09-19,35
The Illusionist,2006,Neil Burger,13,Edward Norton,man,1969-08-18,37,Jessica Biel,woman,1982-03-03,24
The Painted Veil,2006,John Curran,1,Edward Norton,man,1969-08-18,37,Naomi Watts,woman,1968-09-28,38
The Holiday,2006,Nancy Meyers,6,Jack Black,man,1969-08-28,37,Kate Winslet,woman,1975-10-05,31
The Break-Up,2006,Peyton Reed,1,Vince Vaughn,man,1970-03-28,36,Jennifer Aniston,woman,1969-02-11,37
The Good Shepherd,2006,Robert De Niro,9,Matt Damon,man,1970-10-08,36,Martina Gedeck,woman,1961-09-14,45
The Good Shepherd,2006,Robert De Niro,5,Matt Damon,man,1970-10-08,36,Angelina Jolie,woman,1975-06-04,31
The Departed,2006,Martin Scorsese,3,Matt Damon,man,1970-10-08,36,Vera Farmiga,woman,1973-08-06,33
The Good Shepherd,2006,Robert De Niro,2,Matt Damon,man,1970-10-08,36,Tammy Blanchard,woman,1972-12-14,34
Invincible,2006,Ericson Core,3,Mark Wahlberg,man,1971-06-05,35,Elizabeth Banks,woman,1974-02-10,32
The Holiday,2006,Nancy Meyers,0,Jude Law,man,1972-12-29,34,Cameron Diaz,woman,1972-08-30,34
The Prestige,2006,Christopher Nolan,10,Christian Bale,man,1974-01-30,32,Scarlett Johansson,woman,1984-11-22,22
The Prestige,2006,Christopher Nolan,8,Christian Bale,man,1974-01-30,32,Rebecca Hall,woman,1982-05-03,24
The Departed,2006,Martin Scorsese,1,Leonardo DiCaprio,man,1974-11-11,32,Vera Farmiga,woman,1973-08-06,33
The Devil Wears Prada,2006,David Frankel,6,Adrian Grenier,man,1976-07-10,30,Anne Hathaway,woman,1982-11-12,24
Tristan + Isolde,2006,Kevin Reynolds,2,James Franco,man,1978-04-19,28,Sophia Myles,woman,1980-03-18,26
Accepted,2006,Steve Pink,9,Justin Long,man,1978-06-02,28,Blake Lively,woman,1987-08-25,19
Notes on a Scandal,2006,Richard Eyre,20,Andrew Simpson,man,1989-01-01,17,Cate Blanchett,woman,1969-05-14,37
The Family Stone,2007,Thomas Bezucha,2,Craig T. Nelson,man,1944-04-04,63,Diane Keaton,woman,1946-01-05,61
Because I Said So,2007,Michael Lehmann,1,Stephen Collins,man,1947-10-01,60,Diane Keaton,woman,1946-01-05,61
Cleaner,2007,Renny Harlin,24,Ed Harris,man,1950-11-28,57,Eva Mendes,woman,1974-03-05,33
American Gangster,2007,Ridley Scott,24,Denzel Washington,man,1954-12-28,53,Lymari Nadal,woman,1978-02-11,29
Juno,2007,Jason Reitman,4,J.K. Simmons,man,1955-01-09,52,Allison Janney,woman,1959-11-19,48
Suburban Girl,2007,Marc Klein,19,Alec Baldwin,man,1958-04-03,49,Sarah Michelle Gellar,woman,1977-04-14,30
Music and Lyrics,2007,Marc Lawrence,15,Hugh Grant,man,1960-09-09,47,Drew Barrymore,woman,1975-02-22,32
Evan Almighty,2007,Tom Shadyac,5,Steve Carell,man,1962-08-16,45,Lauren Graham,woman,1967-03-16,40
Dan in Real Life,2007,Peter Hedges,2,Steve Carell,man,1962-08-16,45,Juliette Binoche,woman,1964-03-09,43
The Family Stone,2007,Thomas Bezucha,16,Dermot Mulroney,man,1963-10-31,44,Claire Danes,woman,1979-04-12,28
The Family Stone,2007,Thomas Bezucha,2,Dermot Mulroney,man,1963-10-31,44,Sarah Jessica Parker,woman,1965-03-25,42
Ghost Rider,2007,Mark Steven Johnson,10,Nicolas Cage,man,1964-01-07,43,Eva Mendes,woman,1974-03-05,33
The Family Stone,2007,Thomas Bezucha,11,Jamie Kaler,man,1964-09-14,43,Elizabeth Reaser,woman,1975-06-15,32
I Think I Love My Wife,2007,Chris Rock,12,Chris Rock,man,1965-02-07,42,Kerry Washington,woman,1977-01-31,30
I Think I Love My Wife,2007,Chris Rock,4,Chris Rock,man,1965-02-07,42,Gina Torres,woman,1969-04-25,38
Walk Hard,2007,Jake Kasdan,9,John C. Reilly,man,1965-05-24,42,Jenna Fischer,woman,1974-03-07,33
The Heartbreak Kid,2007,"Bobby Farrelly, Peter Farrelly",13,Ben Stiller,man,1965-11-30,42,Malin Akerman,woman,1978-05-12,29
The Heartbreak Kid,2007,"Bobby Farrelly, Peter Farrelly",11,Ben Stiller,man,1965-11-30,42,Michelle Monaghan,woman,1976-03-23,31
Enchanted,2007,Kevin Lima,8,Patrick Dempsey,man,1966-01-13,41,Amy Adams,woman,1974-08-20,33
P.S. I Love You,2007,Richard LaGravenese,8,Jeffrey Dean Morgan,man,1966-04-22,41,Hilary Swank,woman,1974-07-30,33
I Now Pronounce You Chuck and Larry,2007,Dennis Dugan,16,Adam Sandler,man,1966-09-09,41,Jessica Biel,woman,1982-03-03,25
Meet Bill,2007,"Bernie Goldmann, Melisa Wallack",6,Aaron Eckhart,man,1968-03-12,39,Elizabeth Banks,woman,1974-02-10,33
Meet Bill,2007,"Bernie Goldmann, Melisa Wallack",6,Timothy Olyphant,man,1968-05-20,39,Elizabeth Banks,woman,1974-02-10,33
Lucky You,2007,Curtis Hanson,7,Eric Bana,man,1968-08-09,39,Drew Barrymore,woman,1975-02-22,32
Juno,2007,Jason Reitman,3,Jason Bateman,man,1969-01-14,38,Jennifer Garner,woman,1972-04-17,35
I Could Never Be Your Woman,2007,Amy Heckerling,11,Paul Rudd,man,1969-04-06,38,Michelle Pfeiffer,woman,1958-04-29,49
Knocked Up,2007,Judd Apatow,3,Paul Rudd,man,1969-04-06,38,Leslie Mann,woman,1972-03-26,35
P.S. I Love You,2007,Richard LaGravenese,5,Gerard Butler,man,1969-11-13,38,Hilary Swank,woman,1974-07-30,33
300,2007,Zack Snyder,4,Gerard Butler,man,1969-11-13,38,Lena Headey,woman,1973-10-03,34
Once,2007,John Carney,18,Glen Hansard,man,1970-04-21,37,Marketa Irglova,woman,1988-02-28,19
Because I Said So,2007,Michael Lehmann,14,Tom Everett Scott,man,1970-09-07,37,Mandy Moore,woman,1984-04-10,23
The Family Stone,2007,Thomas Bezucha,6,Luke Wilson,man,1971-09-21,36,Sarah Jessica Parker,woman,1965-03-25,42
Because I Said So,2007,Michael Lehmann,12,Gabriel Macht,man,1972-01-22,35,Mandy Moore,woman,1984-04-10,23
Dan in Real Life,2007,Peter Hedges,8,Dane Cook,man,1972-03-18,35,Juliette Binoche,woman,1964-03-09,43
Daddy's Little Girls,2007,Tyler Perry,0,Idris Elba,man,1972-09-06,35,Gabrielle Union,woman,1972-10-29,35
Enchanted,2007,Kevin Lima,2,James Marsden,man,1973-09-18,34,Idina Menzel,woman,1971-05-30,36
Reservation Road,2007,Terry George,4,Joaquin Phoenix,man,1974-10-28,33,Jennifer Connelly,woman,1970-12-12,37
Atonement,2007,Joe Wright,6,James McAvoy,man,1979-04-21,28,Keira Knightley,woman,1985-03-26,22
Becoming Jane,2007,Julian Jarrold,3,James McAvoy,man,1979-04-21,28,Anne Hathaway,woman,1982-11-12,25
Savages,2007,undefined,6,Taylor Kitsch,man,1981-04-08,26,Blake Lively,woman,1987-08-25,20
Knocked Up,2007,Judd Apatow,4,Seth Rogen,man,1982-04-15,25,Katherine Heigl,woman,1978-11-24,29
Stomp the Yard,2007,Sylvain White,1,Columbus Short,man,1982-09-19,25,Meagan Good,woman,1981-08-08,26
Transformers,2007,Michael Bay,0,Shia LaBeouf,man,1986-06-11,21,Megan Fox,woman,1986-05-16,21
Juno,2007,Jason Reitman,1,Michael Cera,man,1988-06-07,19,Ellen Page,woman,1987-02-21,20
Savages,2007,undefined,3,Aaron Taylor-Johnson,man,1990-06-13,17,Blake Lively,woman,1987-08-25,20
Elegy,2008,Isabel Coixet,31,Ben Kingsley,man,1943-12-31,65,Penelope Cruz,woman,1974-04-28,34
Elegy,2008,Isabel Coixet,16,Ben Kingsley,man,1943-12-31,65,Patricia Clarkson,woman,1959-12-29,49
Nights in Rodanthe,2008,George C. Wolfe,16,Richard Gere,man,1949-08-31,59,Diane Lane,woman,1965-01-21,43
Taken,2008,Pierre Morel,12,Liam Neeson,man,1952-06-07,56,Famke Janssen,woman,1964-11-05,44
The Wrestler,2008,Darren Aronofsky,12,Mickey Rourke,man,1952-09-16,56,Marisa Tomei,woman,1964-12-04,44
Mamma Mia!,2008,Phyllida Lloyd,4,Pierce Brosnan,man,1953-05-16,55,Meryl Streep,woman,1949-06-22,59
Smart People,2008,Noam Murro,11,Dennis Quaid,man,1954-04-09,54,Sarah Jessica Parker,woman,1965-03-25,43
Sex and the City,2008,Michael Patrick King,11,Chris Noth,man,1954-11-13,54,Sarah Jessica Parker,woman,1965-03-25,43
Sex and the City,2008,Michael Patrick King,4,Evan Handler,man,1961-01-10,47,Kristin Davis,woman,1965-02-24,43
Leatherheads,2008,George Clooney,8,George Clooney,man,1961-05-06,47,Renee Zellweger,woman,1969-04-25,39
Yes Man,2008,Peyton Reed,18,Jim Carrey,man,1962-01-17,46,Zooey Deschanel,woman,1980-01-17,28
Get Smart,2008,Peter Segal,20,Steve Carell,man,1962-08-16,46,Anne Hathaway,woman,1982-11-12,26
The Duchess,2008,Saul Dibb,23,Ralph Fiennes,man,1962-12-22,46,Keira Knightley,woman,1985-03-26,23
The Duchess,2008,Saul Dibb,20,Ralph Fiennes,man,1962-12-22,46,Hayley Atwell,woman,1982-04-05,26
The Curious Case of Benjamin Button,2008,David Fincher,6,Brad Pitt,man,1963-12-18,45,Cate Blanchett,woman,1969-05-14,39
Sex and the City,2008,Michael Patrick King,2,David Eigenberg,man,1964-05-17,44,Cynthia Nixon,woman,1966-04-09,42
Street Kings,2008,David Ayer,19,Keanu Reeves,man,1964-09-02,44,Martha Higareda,woman,1983-08-24,25
Iron Man,2008,Jon Favreau,7,Robert Downey Jr.,man,1965-04-04,43,Gwyneth Paltrow,woman,1972-09-27,36
Made of Honor,2008,Paul Weiland,10,Patrick Dempsey,man,1966-01-13,42,Michelle Monaghan,woman,1976-03-23,32
Bedtime Stories,2008,Adam Shankman,10,Adam Sandler,man,1966-09-09,42,Keri Russell,woman,1976-03-23,32
Don't Mess with the Zohan,2008,Dennis Dugan,9,Adam Sandler,man,1966-09-09,42,Emmanuelle Chriqui,woman,1975-12-10,33
27 Dresses,2008,Anne Fletcher,10,Edward Burns,man,1968-01-29,40,Malin Akerman,woman,1978-05-12,30
W.,2008,Oliver Stone,6,Josh Brolin,man,1968-02-12,40,Elizabeth Banks,woman,1974-02-10,34
Quantum of Solace,2008,Marc Forster,18,Daniel Craig,man,1968-03-02,40,Gemma Arterton,woman,1986-02-02,22
The Other Boleyn Girl,2008,Justin Chadwick,16,Eric Bana,man,1968-08-09,40,Scarlett Johansson,woman,1984-11-22,24
The Other Boleyn Girl,2008,Justin Chadwick,13,Eric Bana,man,1968-08-09,40,Natalie Portman,woman,1981-06-09,27
Seven Pounds,2008,Gabriele Muccino,11,Will Smith,man,1968-09-25,40,Rosario Dawson,woman,1979-05-09,29
Australia,2008,Baz Luhrmann,1,Hugh Jackman,man,1968-10-12,40,Nicole Kidman,woman,1967-06-20,41
The Incredible Hulk,2008,Louis Leterrier,8,Edward Norton,man,1969-08-18,39,Liv Tyler,woman,1977-07-01,31
Four Christmases,2008,Seth Gordon,6,Vince Vaughn,man,1970-03-28,38,Reese Witherspoon,woman,1976-03-21,32
The Happening,2008,M. Night Shyamalan,9,Mark Wahlberg,man,1971-06-05,37,Zooey Deschanel,woman,1980-01-17,28
Sex and the City,2008,Michael Patrick King,15,Jason Lewis,man,1971-06-25,37,Kim Cattrall,woman,1956-08-21,52
Made of Honor,2008,Paul Weiland,3,Kevin McKidd,man,1973-08-09,35,Michelle Monaghan,woman,1976-03-23,32
27 Dresses,2008,Anne Fletcher,5,James Marsden,man,1973-09-18,35,Katherine Heigl,woman,1978-11-24,30
Twilight,2008,Catherine Hardwicke,2,Peter Facinelli,man,1973-11-26,35,Elizabeth Reaser,woman,1975-06-15,33
The Dark Knight,2008,Christopher Nolan,3,Christian Bale,man,1974-01-30,34,Maggie Gyllenhaal,woman,1977-11-16,31
Body of Lies,2008,Ridley Scott,9,Leonardo DiCaprio,man,1974-11-11,34,Golshifteh Farahani,woman,1983-07-10,25
Forgetting Sarah Marshall,2008,Nicholas Stoller,5,Russell Brand,man,1975-06-04,33,Kristen Bell,woman,1980-07-18,28
Mamma Mia!,2008,Phyllida Lloyd,7,Dominic Cooper,man,1978-06-02,30,Amanda Seyfried,woman,1985-12-03,23
The Duchess,2008,Saul Dibb,7,Dominic Cooper,man,1978-06-02,30,Keira Knightley,woman,1985-03-26,23
Forgetting Sarah Marshall,2008,Nicholas Stoller,3,Jason Segel,man,1980-01-18,28,Mila Kunis,woman,1983-08-14,25
Twilight,2008,Catherine Hardwicke,3,Jackson Rathbone,man,1984-12-14,24,Ashley Greene,woman,1987-04-21,21
Twilight,2008,Catherine Hardwicke,3,Kellan Lutz,man,1985-03-15,23,Nikki Reed,woman,1988-05-17,20
Twilight,2008,Catherine Hardwicke,4,Robert Pattinson,man,1986-05-13,22,Kristen Stewart,woman,1990-04-09,18
Slumdog Millionaire,2008,Danny Boyle,6,Dev Patel,man,1990-04-23,18,Freida Pinto,woman,1984-10-18,24
The Reader,2008,Stephen Daldry,15,David Kross,man,1990-07-04,18,Kate Winslet,woman,1975-10-05,33
The Private Lives of Pippa Lee,2009,Rebecca Miller,32,Alan Arkin,man,1934-03-26,75,Robin Wright,woman,1966-04-08,43
It's Complicated,2009,Nancy Meyers,4,Steve Martin,man,1945-08-14,64,Meryl Streep,woman,1949-06-22,60
Whatever Works,2009,Woody Allen,40,Larry David,man,1947-07-02,62,Evan Rachel Wood,woman,1987-09-07,22
Whatever Works,2009,Woody Allen,18,Larry David,man,1947-07-02,62,Jessica Hecht,woman,1965-06-28,44
Amelia,2009,Mira Nair,25,Richard Gere,man,1949-08-31,60,Hilary Swank,woman,1974-07-30,35
Crazy Heart,2009,Scott Cooper,28,Jeff Bridges,man,1949-12-04,60,Maggie Gyllenhaal,woman,1977-11-16,32
World's Greatest Dad,2009,Bobcat Goldthwait,25,Robin Williams,man,1951-07-21,58,Alexie Gilmore,woman,1976-01-01,33
Chloe,2009,Atom Egoyan,8,Liam Neeson,man,1952-06-07,57,Julianne Moore,woman,1960-12-03,49
Surrogates,2009,Jonathan Mostow,24,Bruce Willis,man,1955-03-19,54,Rosamund Pike,woman,1979-01-27,30
It's Complicated,2009,Nancy Meyers,21,Alec Baldwin,man,1958-04-03,51,Lake Bell,woman,1979-03-24,30
It's Complicated,2009,Nancy Meyers,9,Alec Baldwin,man,1958-04-03,51,Meryl Streep,woman,1949-06-22,60
Män som hatar kvinnor,2009,Niels Arden Oplev,19,Michael Nyqvist,man,1960-11-08,49,Noomi Rapace,woman,1979-12-28,30
Chloe,2009,Atom Egoyan,25,Julianne Moore,woman,1960-12-03,49,Amanda Seyfried,woman,1985-12-03,24
Up in the Air,2009,Jason Reitman,12,George Clooney,man,1961-05-06,48,Vera Farmiga,woman,1973-08-06,36
The Invention of Lying,2009,"Ricky Gervais, Matthew Robinson",11,Ricky Gervais,man,1961-06-25,48,Jennifer Garner,woman,1972-04-17,37
The Invention of Lying,2009,"Ricky Gervais, Matthew Robinson",8,Rob Lowe,man,1964-03-17,45,Jennifer Garner,woman,1972-04-17,37
The Private Lives of Pippa Lee,2009,Rebecca Miller,2,Keanu Reeves,man,1964-09-02,45,Robin Wright,woman,1966-04-08,43
Funny People,2009,Judd Apatow,6,Adam Sandler,man,1966-09-09,43,Leslie Mann,woman,1972-03-26,37
The Time Traveler's Wife,2009,Robert Schwentke,10,Eric Bana,man,1968-08-09,41,Rachel McAdams,woman,1978-11-17,31
Funny People,2009,Judd Apatow,4,Eric Bana,man,1968-08-09,41,Leslie Mann,woman,1972-03-26,37
X-Men Origins: Wolverine,2009,Gavin Hood,9,Hugh Jackman,man,1968-10-12,41,Lynn Collins,woman,1977-05-16,32
"I Love You, Man",2009,John Hamburg,7,Paul Rudd,man,1969-04-06,40,Rashida Jones,woman,1976-02-25,33
Year One,2009,Harold Ramis,11,Jack Black,man,1969-08-28,40,June Diane Raphael,woman,1980-01-04,29
An Education,2009,Lone Scherfig,14,Peter Sarsgaard,man,1971-03-07,38,Carey Mulligan,woman,1985-05-28,24
Amelia,2009,Mira Nair,3,Ewan McGregor,man,1971-03-31,38,Hilary Swank,woman,1974-07-30,35
He's Just Not That Into You,2009,Ken Kwapis,3,Ben Affleck,man,1972-08-15,37,Jennifer Aniston,woman,1969-02-11,40
He's Just Not That Into You,2009,Ken Kwapis,1,Kevin Connolly,man,1974-03-05,35,Drew Barrymore,woman,1975-02-22,34
He's Just Not That Into You,2009,Ken Kwapis,9,Bradley Cooper,man,1975-01-05,34,Scarlett Johansson,woman,1984-11-22,25
He's Just Not That Into You,2009,Ken Kwapis,5,Bradley Cooper,man,1975-01-05,34,Jennifer Connelly,woman,1970-12-12,39
The Proposal,2009,Anne Fletcher,12,Ryan Reynolds,man,1976-10-23,33,Sandra Bullock,woman,1964-07-26,45
Star Trek,2009,J.J. Abrams,1,Zachary Quinto,man,1977-06-02,32,Zoe Saldana,woman,1978-06-19,31
He's Just Not That Into You,2009,Ken Kwapis,0,Justin Long,man,1978-06-02,31,Ginnifer Goodwin,woman,1978-05-22,31
Away We Go,2009,Sam Mendes,7,John Krasinski,man,1979-10-20,30,Maya Rudolph,woman,1972-07-27,37
500 Days of Summer,2009,Marc Webb,1,Joseph Gordon-Levitt,man,1981-02-17,28,Zooey Deschanel,woman,1980-01-17,29
Push,2009,Paul McGuigan,5,Chris Evans,man,1981-06-13,28,Camilla Belle,woman,1986-10-02,23
The Young Victoria,2009,Jean-Marc Vallée,2,Rupert Friend,man,1981-10-01,28,Emily Blunt,woman,1983-02-23,26
Whatever Works,2009,Woody Allen,4,Henry Cavill,man,1983-05-05,26,Evan Rachel Wood,woman,1987-09-07,22
Zombieland,2009,Ruben Fleischer,5,Jesse Eisenberg,man,1983-10-05,26,Emma Stone,woman,1988-11-06,21
Broken Hill,2009,Dagen Merrill,4,Luke Arnold,man,1984-01-24,25,Alexa PenaVega,woman,1988-08-27,21
Year One,2009,Harold Ramis,1,Michael Cera,man,1988-06-07,21,Juno Temple,woman,1989-07-20,20
The Twilight Saga: New Moon,2009,Chris Weitz,2,Taylor Lautner,man,1992-02-11,17,Kristen Stewart,woman,1990-04-09,19
Stone,2010,John Curran,32,Robert De Niro,man,1943-08-18,67,Milla Jovovich,woman,1975-12-17,35
Wild Target,2010,Jonathan Lynn,34,Bill Nighy,man,1949-12-12,61,Emily Blunt,woman,1983-02-23,27
Virginia,2010,Dustin Lance Black,20,Ed Harris,man,1950-11-28,60,Jennifer Connelly,woman,1970-12-12,40
RED,2010,Robert Schwentke,9,Bruce Willis,man,1955-03-19,55,Mary-Louise Parker,woman,1964-08-02,46
The Kids Are All Right,2010,Lisa Cholodenko,2,Annette Bening,woman,1958-05-29,52,Julianne Moore,woman,1960-12-03,50
The King's Speech,2010,Tom Hooper,6,Colin Firth,man,1960-09-10,50,Helena Bonham Carter,woman,1966-05-26,44
The American,2010,Anton Corbijn,15,George Clooney,man,1961-05-06,49,Violante Placido,woman,1976-05-01,34
Yogi Bear,2010,Eric Brevig,13,Tom Cavanagh,man,1963-10-26,47,Anna Faris,woman,1976-11-29,34
The Next Three Days,2010, Paul Haggis,10,Russell Crowe,man,1964-04-07,46,Elizabeth Banks,woman,1974-02-10,36
Henry’s Crime,2010,Malcolm Venville,11,Keanu Reeves,man,1964-09-02,46,Judy Greer,woman,1975-07-20,35
The Kids Are All Right,2010,Lisa Cholodenko,7,Mark Ruffalo,man,1967-11-22,43,Julianne Moore,woman,1960-12-03,50
Stone,2010,John Curran,6,Edward Norton,man,1969-08-18,41,Milla Jovovich,woman,1975-12-17,35
Beginners,2010,Mike Mills,12,Ewan McGregor,man,1971-03-31,39,Melanie Laurent,woman,1983-02-21,27
Leap Year,2010,Anand Tucker,1,Adam Scott,man,1973-04-03,37,Amy Adams,woman,1974-08-20,36
Last Night,2010,Massy Tadjedin,12,Guillaume Canet,man,1973-04-10,37,Keira Knightley,woman,1985-03-26,25
Shutter Island,2010,Martin Scorsese,6,Leonardo DiCaprio,man,1974-11-11,36,Michelle Williams,woman,1980-09-09,30
Inception,2010,Christopher Nolan,1,Leonardo DiCaprio,man,1974-11-11,36,Marion Cotillard,woman,1975-09-30,35
Last Night,2010,Massy Tadjedin,9,Sam Worthington,man,1976-08-02,34,Keira Knightley,woman,1985-03-26,25
Last Night,2010,Massy Tadjedin,2,Sam Worthington,man,1976-08-02,34,Eva Mendes,woman,1974-03-05,36
Leap Year,2010,Anand Tucker,4,Matthew Goode,man,1978-04-03,32,Amy Adams,woman,1974-08-20,36
Dear John,2010,Lasse Hallström,5,Channing Tatum,man,1980-04-26,30,Amanda Seyfried,woman,1985-12-03,25
Blue Valentine,2010,Derek Cianfrance,0,Ryan Gosling,man,1980-11-12,30,Michelle Williams,woman,1980-09-09,30
Prince of Persia: The Sands of Time,2010,Jordan Mechner,6,Jake Gyllenhaal,man,1980-12-19,30,Gemma Arterton,woman,1986-02-02,24
Love & Other Drugs,2010,Edward Zwick,2,Jake Gyllenhaal,man,1980-12-19,30,Anne Hathaway,woman,1982-11-12,28
She's Out of My League,2010,Jim Field Smith,0,Jay Baruchel,man,1982-04-09,28,Alice Eve,woman,1982-02-06,28
Easy A,2010,Will Gluck,2,Penn Badgley,man,1986-11-01,24,Emma Stone,woman,1988-11-06,22
Virginia,2010,Dustin Lance Black,2,Harrison Gilbertson,man,1993-06-29,17,Emma Roberts,woman,1991-02-10,19
The Details,2011,Jacob Aaron Estes,23,Ray Liotta,man,1954-12-18,57,Kerry Washington,woman,1977-01-31,34
Larry Crowne,2011,Tom Hanks,11,Tom Hanks,man,1956-07-09,55,Julia Roberts,woman,1967-10-28,44
Water for Elephants,2011,Francis Lawrence,20,Christoph Waltz,man,1956-10-04,55,Reese Witherspoon,woman,1976-03-21,35
"Crazy, Stupid, Love",2011,"Glenn Ficarra, John Requa",2,Kevin Bacon,man,1958-07-08,53,Julianne Moore,woman,1960-12-03,51
"Crazy, Stupid, Love",2011,"Glenn Ficarra, John Requa",2,Steve Carell,man,1962-08-16,49,Julianne Moore,woman,1960-12-03,51
The Rum Diary,2011,Bruce Robinson,23,Johnny Depp,man,1963-06-09,48,Amber Heard,woman,1986-04-22,25
I Don't Know How She Does It,2011,Douglas McGrath,2,Greg Kinnear,man,1963-06-17,48,Sarah Jessica Parker,woman,1965-03-25,46
Just Go with It,2011,Dennis Dugan,21,Adam Sandler,man,1966-09-09,45,Brooklyn Decker,woman,1987-04-12,24
Jack and Jill,2011,Dennis Dugan,12,Adam Sandler,man,1966-09-09,45,Katie Holmes,woman,1978-12-18,33
Just Go with It,2011,Dennis Dugan,3,Adam Sandler,man,1966-09-09,45,Jennifer Aniston,woman,1969-02-11,42
The Girl with the Dragon Tattoo,2011,David Fincher,17,Daniel Craig,man,1968-03-02,43,Rooney Mara,woman,1985-04-17,26
The Girl with the Dragon Tattoo,2011,David Fincher,2,Daniel Craig,man,1968-03-02,43,Robin Wright,woman,1966-04-08,45
The Rum Diary,2011,Bruce Robinson,18,Aaron Eckhart,man,1968-03-12,43,Amber Heard,woman,1986-04-22,25
Killer Joe,2011,William Friedkin,20,Matthew McConaughey,man,1969-11-04,42,Juno Temple,woman,1989-07-20,22
We Bought a Zoo,2011,Cameron Crowe,14,Matt Damon,man,1970-10-08,41,Scarlett Johansson,woman,1984-11-22,27
The Adjustment Bureau,2011,George Nolfi,13,Matt Damon,man,1970-10-08,41,Emily Blunt,woman,1983-02-23,28
Bridesmaids,2011,Paul Feig,2,Jon Hamm,man,1971-03-10,40,Kristen Wiig,woman,1973-08-22,38
The Decoy Bride,2011,Sheree Folkson,11,David Tennant,man,1971-04-18,40,Alice Eve,woman,1982-02-06,29
The Decoy Bride,2011,Sheree Folkson,5,David Tennant,man,1971-04-18,40,Kelly Macdonald,woman,1976-02-23,35
The Artist,2011,Michel Hazanavicius,4,Jean Dujardin,man,1972-06-19,39,Berenice Bejo,woman,1976-06-07,35
The Details,2011,Jacob Aaron Estes,1,Tobey Maguire,man,1975-06-27,36,Elizabeth Banks,woman,1974-02-10,37
Jane Eyre,2011,Cary Fukunaga,12,Michael Fassbender,man,1977-04-02,34,Mia Wasikowska,woman,1989-10-14,22
Bridesmaids,2011,Paul Feig,6,Chris O'Dowd,man,1979-10-09,32,Kristen Wiig,woman,1973-08-22,38
