movie_name,release_year,director,age_difference,actor_1_name,actor_1_gender,actor_1_birthdate,actor_1_age,actor_2_name,actor_2_gender,actor_2_birthdate,actor_2_age
Third Person,2013,Paul Haggis,32,Liam Neeson,man,1952-06-07,61,Olivia Wilde,woman,1984-03-10,29
Schindler's List,1993,Steven Spielberg,13,Liam Neeson,man,1952-06-07,41,Beatrice Macola,woman,1965-12-02,28
Widows,2018,Steve McQueen,13,Liam Neeson,man,1952-06-07,66,Viola Davis,woman,1965-08-11,53
Taken,2008,Pierre Morel,12,Liam Neeson,man,1952-06-07,56,Famke Janssen,woman,1964-11-05,44
Chloe,2009,Atom Egoyan,8,Liam Neeson,man,1952-06-07,57,Julianne Moore,woman,1960-12-03,49
Ghost,1990,Jerry Zucker,10,Patrick Swayze,man,1952-08-18,38,Demi Moore,woman,1962-11-11,28
Dirty Dancing,1987,Emile Ardolino,8,Patrick Swayze,man,1952-08-18,35,Jennifer Grey,woman,1960-03-26,27
Road House,1989,Rowdy Herrington,7,Patrick Swayze,man,1952-08-18,37,Kelly Lynch,woman,1959-1-31,30
Spun,2002,Jonas Åkerlund,25,Mickey Rourke,man,1952-09-16,50,Brittany Murphy,woman,1977-11-10,25
Angel Heart,1987,Alan Parker,15,Mickey Rourke,man,1952-09-16,35,Lisa Bonet,woman,1967-11-16,20
The Wrestler,2008,Darren Aronofsky,12,Mickey Rourke,man,1952-09-16,56,Marisa Tomei,woman,1964-12-04,44
Barfly,1987,Barbet Schroeder,11,Mickey Rourke,man,1952-09-16,35,Faye Dunaway,woman,1941-01-14,46
9 1/2 Weeks,1986,Adrian Lyne,1,Mickey Rourke,man,1952-09-16,34,Kim Basinger,woman,1953-12-08,33
Die Another Day,2002,Lee Tamahori,26,Pierce Brosnan,man,1953-05-16,49,Rosamund Pike,woman,1979-01-27,23
Tomorrow Never Dies,1997,Roger Spottiswoode,21,Pierce Brosnan,man,1953-05-16,44,Cecilie Thomsen,woman,1974-10-29,23
The Only Living Boy in New York,2017,Marc Webb,20,Pierce Brosnan,man,1953-05-16,64,Kate Beckinsale,woman,1973-07-26,44
The World Is Not Enough,1999,Michael Apted,18,Pierce Brosnan,man,1953-05-16,46,Denise Richards,woman,1971-02-17,28
GoldenEye,1995,Martin Campbell,17,Pierce Brosnan,man,1953-05-16,42,Izabella Scorupco,woman,1970-06-04,25
Die Another Day,2002,Lee Tamahori,13,Pierce Brosnan,man,1953-05-16,49,Halle Berry,woman,1966-08-14,36
The World Is Not Enough,1999,Michael Apted,13,Pierce Brosnan,man,1953-05-16,46,Sophie Marceau,woman,1966-11-17,33
Tomorrow Never Dies,1997,Roger Spottiswoode,11,Pierce Brosnan,man,1953-05-16,44,Teri Hatcher,woman,1964-12-08,33
Tomorrow Never Dies,1997,Roger Spottiswoode,9,Pierce Brosnan,man,1953-05-16,44,Michelle Yeoh,woman,1962-08-06,35
The World Is Not Enough,1999,Michael Apted,8,Pierce Brosnan,man,1953-05-16,46,Serena Scott Thomas,woman,1961-09-21,38
Laws of Attraction,2004,Peter Howitt,7,Pierce Brosnan,man,1953-05-16,51,Julianne Moore,woman,1960-12-03,44
Mrs. Doubtfire,1993,Chris Columbus,7,Pierce Brosnan,man,1953-05-16,40,Sally Field,woman,1946-11-06,47
Mamma Mia!,2008,Phyllida Lloyd,4,Pierce Brosnan,man,1953-05-16,55,Meryl Streep,woman,1949-06-22,59
The Thomas Crown Affair,1999,John McTiernan,1,Pierce Brosnan,man,1953-05-16,46,Rene Russo,woman,1954-02-17,45
Licence to Kill,1989,John Glen,14,Robert Davi,man,1953-06-26,36,Talisa Soto,woman,1967-03-27,22
Proof of Life,2000,Taylor Hackford,8,David Morse,man,1953-10-11,47,Meg Ryan,woman,1961-11-19,39
Sister Act,1992,Emile Ardolino,2,Bill Nunn,man,1953-10-20,39,Whoopi Goldberg,woman,1955-11-13,37
While You Were Sleeping,1995,Jon Turteltaub,11,Bill Pullman,man,1953-12-17,42,Sandra Bullock,woman,1964-07-26,31
Private Parts,1997,Betty Thomas,15,Howard Stern,man,1954-01-12,43,Mary McCormack,woman,1969-02-08,28
Look Who's Talking,1989,Amy Heckerling,3,John Travolta,man,1954-02-18,35,Kirstie Alley,woman,1951-01-12,38
Smart People,2008,Noam Murro,11,Dennis Quaid,man,1954-04-09,54,Sarah Jessica Parker,woman,1965-03-25,43
The Whole Truth,2016,Courtney Hunt,15,Jim Belushi,man,1954-06-15,62,Renee Zellweger,woman,1969-04-25,47
Sex and the City,2008,Michael Patrick King,11,Chris Noth,man,1954-11-13,54,Sarah Jessica Parker,woman,1965-03-25,43
The Details,2011,Jacob Aaron Estes,23,Ray Liotta,man,1954-12-18,57,Kerry Washington,woman,1977-01-31,34
Heartbreakers,2001,David Mirkin,5,Ray Liotta,man,1954-12-18,47,Sigourney Weaver,woman,1949-10-08,52
American Gangster,2007,Ridley Scott,24,Denzel Washington,man,1954-12-28,53,Lymari Nadal,woman,1978-02-11,29
Flight,2012,Robert Zemeckis,23,Denzel Washington,man,1954-12-28,58,Kelly Reilly,woman,1977-07-18,35
Deja Vu,2006,Tony Scott,21,Denzel Washington,man,1954-12-28,52,Paula Patton,woman,1975-12-05,31
Training Day,2001,Antoine Fuqua,20,Denzel Washington,man,1954-12-28,47,Eva Mendes,woman,1974-03-05,27
Remember the Titans,2000,Boaz Yakin,16,Denzel Washington,man,1954-12-28,46,Nicole Ari Parker,woman,1970-10-07,30
John Q.,2002,Nick Cassavetes,13,Denzel Washington,man,1954-12-28,48,Kimberly Elise,woman,1967-04-17,35
Mo' Better Blues,1990,Spike Lee,8,Denzel Washington,man,1954-12-28,36,Joie Lee,woman,1962-06-22,28
Juno,2007,Jason Reitman,4,J.K. Simmons,man,1955-01-09,52,Allison Janney,woman,1959-11-19,48
Draft Day,2014,Ivan Reitman,17,Kevin Costner,man,1955-01-18,59,Jennifer Garner,woman,1972-04-17,42
Rumor Has It...,2005,Rob Reiner,14,Kevin Costner,man,1955-01-18,50,Jennifer Aniston,woman,1969-02-11,36
Message in a Bottle,1999,Luis Mandoki,11,Kevin Costner,man,1955-01-18,44,Robin Wright,woman,1966-04-08,33
Man of Steel,2013,Zack Snyder,10,Kevin Costner,man,1955-01-18,58,Diane Lane,woman,1965-01-21,48
Bull Durham,1988,Ron Shelton,9,Kevin Costner,man,1955-01-18,33,Susan Sarandon,woman,1946-10-04,42
The Bodyguard,1992,Mick Jackson,8,Kevin Costner,man,1955-01-18,37,Whitney Houston,woman,1963-08-09,29
For Love of the Game,1999,Sam Raimi,7,Kevin Costner,man,1955-01-18,44,Kelly Preston,woman,1962-10-13,37
Robin Hood: Prince of Thieves,1991,Kevin Reynolds,3,Kevin Costner,man,1955-01-18,36,Mary Elizabeth Mastrantonio,woman,1958-11-17,33
The Squid and the Whale,2005,Noah Baumbach,27,Jeff Daniels,man,1955-01-19,50,Anna Paquin,woman,1982-07-24,23
Delicatessen,1991,Jean-Pierre Jeunet,7,Dominique Pinon,man,1955-03-04,36,Marie-Laure Dougnac,woman,1962-02-01,29
Surrogates,2009,Jonathan Mostow,24,Bruce Willis,man,1955-03-19,54,Rosamund Pike,woman,1979-01-27,30
The Fifth Element,1997,Luc Besson,20,Bruce Willis,man,1955-03-19,42,Milla Jovovich,woman,1975-12-17,22
Color of Night,1994,Richard Rush,18,Bruce Willis,man,1955-03-19,39,Jane March,woman,1973-03-20,21
The Whole Nine Yards,2000,Jonathan Lynn,17,Bruce Willis,man,1955-03-19,45,Amanda Peet,woman,1972-01-11,28
The Sixth Sense,1999,M. Night Shyamalan,13,Bruce Willis,man,1955-03-19,44,Olivia Williams,woman,1968-07-26,31
Pulp Fiction,1994,Quentin Tarantino,10,Bruce Willis,man,1955-03-19,39,Maria de Medeiros,woman,1965-08-19,29
RED,2010,Robert Schwentke,9,Bruce Willis,man,1955-03-19,55,Mary-Louise Parker,woman,1964-08-02,46
Die Hard,1988,John McTiernan,7,Bruce Willis,man,1955-03-19,33,Bonnie Bedelia,woman,1948-03-25,40
The Story of Us,1999,Rob Reiner,3,Bruce Willis,man,1955-03-19,44,Michelle Pfeiffer,woman,1958-04-29,41
"Crouching Tiger, Hidden Dragon",2000,Ang Lee,7,Chow Yun-fat,man,1955-05-18,45,Michelle Yeoh,woman,1962-08-06,38
The Man Who Wasn't There,2001,Joel Coen,29,Billy Bob Thornton,man,1955-08-04,46,Scarlett Johansson,woman,1984-11-22,17
Pushing Tin,1999,Mike Newell,20,Billy Bob Thornton,man,1955-08-04,44,Angelina Jolie,woman,1975-06-04,24
Pushing Tin,1999,Mike Newell,14,Billy Bob Thornton,man,1955-08-04,44,Cate Blanchett,woman,1969-05-14,30
Bad Santa,2003,Terry Zwigoff,12,Billy Bob Thornton,man,1955-08-04,48,Lauren Graham,woman,1967-03-16,36
Monster's Ball,2001,Marc Forster,11,Billy Bob Thornton,man,1955-08-04,46,Halle Berry,woman,1966-08-14,35
American Beauty,1999,Sam Mendes,3,Peter Gallagher,man,1955-08-19,44,Annette Bening,woman,1958-05-29,41
Braveheart,1995,Mel Gibson,10,Mel Gibson,man,1956-01-03,39,Sophie Marceau,woman,1966-11-17,29
What Women Want,2000,Nancy Meyers,7,Mel Gibson,man,1956-01-03,44,Helen Hunt,woman,1963-06-15,37
We Were Soldiers,2002,Randall Wallace,2,Mel Gibson,man,1956-01-03,46,Madeleine Stowe,woman,1958-08-18,44
Why Him?,2016,John Hamburg,2,Bryan Cranston,man,1956-03-07,60,Megan Mullally,woman,1958-11-12,58
When a Man Loves a Woman,1994,Luis Mandoki,5,Andy Garcia,man,1956-04-12,38,Meg Ryan,woman,1961-11-19,33
Bridge of Spies,2015,Steven Spielberg,13,Tom Hanks,man,1956-07-09,59,Amy Ryan,woman,1969-05-03,46
Inferno,2016,Ron Howard,12,Tom Hanks,man,1956-07-09,60,Sidse Babett Knudsen,woman,1968-11-22,48
Larry Crowne,2011,Tom Hanks,11,Tom Hanks,man,1956-07-09,55,Julia Roberts,woman,1967-10-28,44
Forrest Gump,1994,Robert Zemeckis,10,Tom Hanks,man,1956-07-09,38,Robin Wright,woman,1966-04-08,28
Cast Away,2000,Robert Zemeckis,7,Tom Hanks,man,1956-07-09,44,Helen Hunt,woman,1963-06-15,37
Sleepless in Seattle,1993,Nora Ephron,5,Tom Hanks,man,1956-07-09,37,Meg Ryan,woman,1961-11-19,32
Water for Elephants,2011,Francis Lawrence,20,Christoph Waltz,man,1956-10-04,55,Reese Witherspoon,woman,1976-03-21,35
Big Eyes,2014,Tim Burton,18,Christoph Waltz,man,1956-10-04,58,Amy Adams,woman,1974-08-20,40
Phantom Thread,2017,Paul Thomas Anderson,26,Daniel Day-Lewis,man,1957-04-29,60,Vicky Krieps,woman,1983-10-04,34
The Last of the Mohicans,1992,Michael Mann,1,Daniel Day-Lewis,man,1957-04-29,35,Madeleine Stowe,woman,1958-08-18,34
High School High,1996,Hart Bochner,10,Jon Lovitz,man,1957-07-21,39,Tia Carrere,woman,1967-01-02,29
Kindergarten Cop 2,2016,Don Michael Paul,30,Dolph Lundgren,man,1957-11-03,59,Darla Taylor,woman,1987-01-31,29
Trees Lounge,1996,Steve Buscemi,17,Steve Buscemi,man,1957-12-13,39,Chloë Sevigny,woman,1974-11-18,22
The Lover,1992,Jean-Jacques Annaud,15,Tony Leung Ka-fai,man,1958-02-01,34,Jane March,woman,1973-03-20,19
The Scarlet Letter,1995,Roland Joffé,4,Gary Oldman,man,1958-03-21,37,Demi Moore,woman,1962-11-11,33
It's Complicated,2009,Nancy Meyers,21,Alec Baldwin,man,1958-04-03,51,Lake Bell,woman,1979-03-24,30
Suburban Girl,2007,Marc Klein,19,Alec Baldwin,man,1958-04-03,49,Sarah Michelle Gellar,woman,1977-04-14,30
It's Complicated,2009,Nancy Meyers,9,Alec Baldwin,man,1958-04-03,51,Meryl Streep,woman,1949-06-22,60
The Kids Are All Right,2010,Lisa Cholodenko,2,Annette Bening,woman,1958-05-29,52,Julianne Moore,woman,1960-12-03,50
You Should Have Left,2020,David Koepp,27,Kevin Bacon,man,1958-07-08,62,Amanda Seyfried,woman,1985-12-03,35
"Crazy, Stupid, Love",2011,"Glenn Ficarra, John Requa",2,Kevin Bacon,man,1958-07-08,53,Julianne Moore,woman,1960-12-03,51
The Hudsucker Proxy,1994,Joel Coen,4,Tim Robbins,man,1958-10-18,36,Jennifer Jason Leigh,woman,1962-02-05,32
The Lord of the Rings,2001,Peter Jackson,19,Viggo Mortensen,man,1958-10-20,43,Liv Tyler,woman,1977-07-01,24
Green Book,2018,Peter Farrelly,17,Viggo Mortensen,man,1958-10-20,60,Linda Cardellini,woman,1975-06-25,43
A Perfect Murder,1998,Andrew Davis,14,Viggo Mortensen,man,1958-10-20,40,Gwyneth Paltrow,woman,1972-09-27,26
A History of Violence,2005,David Cronenberg,9,Viggo Mortensen,man,1958-10-20,47,Maria Bello,woman,1967-04-18,38
A Walk on the Moon,1999,Tony Goldwyn,7,Viggo Mortensen,man,1958-10-20,41,Diane Lane,woman,1965-01-21,34
The Oranges,2012,Julian Farino,27,Hugh Laurie,man,1959-06-11,53,Leighton Meester,woman,1986-04-09,26
Feeling Minnesota,1996,Steven Baigelman,13,Vincent D'Onofrio,man,1959-06-30,37,Cameron Diaz,woman,1972-08-30,24
Beyond the Sea,2004,Kevin Spacey,24,Kevin Spacey,man,1959-07-26,45,Kate Bosworth,woman,1983-01-02,21
American Beauty,1999,Sam Mendes,20,Kevin Spacey,man,1959-07-26,40,Mena Suvari,woman,1979-02-13,20
Nine Lives,2016,Barry Sonnenfeld,13,Kevin Spacey,man,1959-07-26,57,Jennifer Garner,woman,1972-04-17,44
Batman Forever,1995,Joel Schumacher,8,Val Kilmer,man,1959-12-31,36,Nicole Kidman,woman,1967-06-20,28
Red Planet,2000,Antony Hoffman,8,Val Kilmer,man,1959-12-31,41,Carrie-Anne Moss,woman,1967-08-21,33
Secretary,2002,Steven Shainberg,17,James Spader,man,1960-02-07,42,Maggie Gyllenhaal,woman,1977-11-16,25
V for Vendetta,2005,James McTeigue,21,Hugo Weaving,man,1960-04-04,45,Natalie Portman,woman,1981-06-09,24
Return to Me,2000,Bonnie Hunt,10,David Duchovny,man,1960-08-07,40,Minnie Driver,woman,1970-01-31,30
The Mask of Zorro,1998,Martin Campbell,9,Antonio Banderas,man,1960-08-10,38,Catherine Zeta-Jones,woman,1969-09-25,29
Desperado,1995,Robert Rodriguez,6,Antonio Banderas,man,1960-08-10,35,Salma Hayek,woman,1966-09-02,29
French Kiss,1995,Lawrence Kasdan,1,Timothy Hutton,man,1960-08-16,35,Meg Ryan,woman,1961-11-19,34
Gangster Squad,2013,Ruben Fleischer,28,Sean Penn,man,1960-08-17,53,Emma Stone,woman,1988-11-06,25
Love Actually,2003,Richard Curtis,16,Hugh Grant,man,1960-09-09,43,Martine McCutcheon,woman,1976-05-14,27
Music and Lyrics,2007,Marc Lawrence,15,Hugh Grant,man,1960-09-09,47,Drew Barrymore,woman,1975-02-22,32
Bridget Jones's Diary,2001,Sharon Maguire,9,Hugh Grant,man,1960-09-09,41,Renee Zellweger,woman,1969-04-25,32
Notting Hill,1999,Roger Michell,7,Hugh Grant,man,1960-09-09,39,Julia Roberts,woman,1967-10-28,32
Two Weeks Notice,2002,Marc Lawrence,4,Hugh Grant,man,1960-09-09,42,Sandra Bullock,woman,1964-07-26,38
Mickey Blue Eyes,1999,Kelly Makin,3,Hugh Grant,man,1960-09-09,39,Jeanne Tripplehorn,woman,1963-06-10,36
Four Weddings and a Funeral,1994,Mike Newell,2,Hugh Grant,man,1960-09-09,34,Andie MacDowell,woman,1958-04-21,36
Sense and Sensibility,1995,Ang Lee,1,Hugh Grant,man,1960-09-09,35,Emma Thompson,woman,1959-04-15,36
Magic in the Moonlight,2014,Woody Allen,28,Colin Firth,man,1960-09-10,54,Emma Stone,woman,1988-11-06,26
Love Actually,2003,Richard Curtis,16,Colin Firth,man,1960-09-10,43,Lucia Moniz,woman,1976-09-09,27
Girl with a Pearl Earring,2003,Peter Webber,10,Colin Firth,man,1960-09-10,43,Essie Davis,woman,1970-11-30,33
Bridget Jones's Baby,2016,Sharon Maguire,9,Colin Firth,man,1960-09-10,56,Renee Zellweger,woman,1969-04-25,47
Bridget Jones's Diary,2001,Sharon Maguire,9,Colin Firth,man,1960-09-10,41,Renee Zellweger,woman,1969-04-25,32
The King's Speech,2010,Tom Hooper,6,Colin Firth,man,1960-09-10,50,Helena Bonham Carter,woman,1966-05-26,44
Män som hatar kvinnor,2009,Niels Arden Oplev,19,Michael Nyqvist,man,1960-11-08,49,Noomi Rapace,woman,1979-12-28,30
Freeheld,2015,Peter Sollett,27,Julianne Moore,woman,1960-12-03,55,Ellen Page,woman,1987-02-21,28
Chloe,2009,Atom Egoyan,25,Julianne Moore,woman,1960-12-03,49,Amanda Seyfried,woman,1985-12-03,24
Aquaman,2018,James Wan,7,Temuera Morrison,man,1960-12-26,58,Nicole Kidman,woman,1967-06-20,51
Sex and the City,2008,Michael Patrick King,4,Evan Handler,man,1961-01-10,47,Kristin Davis,woman,1965-02-24,43
A Thousand Words,2012,Brian Robbins,16,Eddie Murphy,man,1961-04-03,51,Kerry Washington,woman,1977-01-31,35
Dreamgirls,2006,Bill Condon,11,Eddie Murphy,man,1961-04-03,45,Anika Noni Rose,woman,1972-09-06,34
The Nutty Professor,1996,Tom Shadyac,10,Eddie Murphy,man,1961-04-03,35,Jada Pinkett,woman,1971-09-18,25
Buffalo '66,1998,Vincent Gallo,19,Vincent Gallo,man,1961-04-11,37,Christina Ricci,woman,1980-02-12,18
The American,2010,Anton Corbijn,15,George Clooney,man,1961-05-06,49,Violante Placido,woman,1976-05-01,34
Up in the Air,2009,Jason Reitman,12,George Clooney,man,1961-05-06,48,Vera Farmiga,woman,1973-08-06,36
Leatherheads,2008,George Clooney,8,George Clooney,man,1961-05-06,47,Renee Zellweger,woman,1969-04-25,39
Out of Sight,1998,Steven Soderbergh,8,George Clooney,man,1961-05-06,37,Jennifer Lopez,woman,1969-07-24,29
Solaris,2002,Steven Soderbergh,8,George Clooney,man,1961-05-06,41,Natascha McElhone,woman,1969-12-14,33
One Fine Day,1996,Michael Hoffman,3,George Clooney,man,1961-05-06,35,Michelle Pfeiffer,woman,1958-04-29,38
Raising Helen,2004,Garry Marshall,18,John Corbett,man,1961-05-09,43,Kate Hudson,woman,1979-04-19,25
My Big Fat Greek Wedding,2002,Joel Zwick,1,John Corbett,man,1961-05-09,41,Nia Vardalos,woman,1962-09-24,40
The Invention of Lying,2009,"Ricky Gervais, Matthew Robinson",11,Ricky Gervais,man,1961-06-25,48,Jennifer Garner,woman,1972-04-17,37
The Spanish Prisoner,1997,David Mamet,4,Campbell Scott,man,1961-07-19,36,Rebecca Pidgeon,woman,1965-10-10,32
Zombieland: Double Tap,2019,Ruben Fleischer,18,Woody Harrelson,man,1961-07-23,58,Rosario Dawson,woman,1979-05-09,40
Natural Born Killers,1994,Oliver Stone,12,Woody Harrelson,man,1961-07-23,33,Juliette Lewis,woman,1973-06-21,21
Solo: A Star Wars Story,2018,Ron Howard,11,Woody Harrelson,man,1961-07-23,57,Thandie Newton,woman,1972-11-06,46
EDtv,1999,Ron Howard,10,Woody Harrelson,man,1961-07-23,38,Jenna Elfman,woman,1971-09-30,28
White Men Can't Jump,1992,Ron Shelton,3,Woody Harrelson,man,1961-07-23,31,Rosie Perez,woman,1964-09-06,28
Indecent Proposal,1993,Adrian Lyne,1,Woody Harrelson,man,1961-07-23,32,Demi Moore,woman,1962-11-11,31
Killing Zoe,1994,Roger Avary,8,Eric Stoltz,man,1961-09-30,33,Julie Delpy,woman,1969-12-21,25
Emma,1996, Douglas McGrath,11,Jeremy Northam,man,1961-12-01,35,Gwyneth Paltrow,woman,1972-09-27,24
Yes Man,2008,Peyton Reed,18,Jim Carrey,man,1962-01-17,46,Zooey Deschanel,woman,1980-01-17,28
Eternal Sunshine of the Spotless Mind,2004,Michel Gondry,13,Jim Carrey,man,1962-01-17,42,Kate Winslet,woman,1975-10-05,29
The Mask,1994,Chuck Russell,10,Jim Carrey,man,1962-01-17,32,Cameron Diaz,woman,1972-08-30,22
Bruce Almighty,2003,Tom Shadyac,7,Jim Carrey,man,1962-01-17,41,Jennifer Aniston,woman,1969-02-11,34
"Me, Myself & Irene",2000,"Bobby Farrelly, Peter Farrelly",7,Jim Carrey,man,1962-01-17,38,Renee Zellweger,woman,1969-04-25,31
Liar Liar,1997,Tom Shadyac,3,Jim Carrey,man,1962-01-17,35,Maura Tierney,woman,1965-02-03,32
Ace Ventura: Pet Detective,1994,Tom Shadyac,2,Jim Carrey,man,1962-01-17,32,Courteney Cox,woman,1964-06-15,30
The Mummy,2017,Alex Kurtzman,22,Tom Cruise,man,1962-07-03,55,Annabelle Wallis,woman,1984-09-25,33
Oblivion,2013,Joseph Kosinski,17,Tom Cruise,man,1962-07-03,51,Olga Kurylenko,woman,1979-11-14,34
Rock of Ages,2012,Adam Shankman,16,Tom Cruise,man,1962-07-03,50,Malin Akerman,woman,1978-05-12,34
Mission: Impossible III,2006,J.J. Abrams,14,Tom Cruise,man,1962-07-03,44,Michelle Monaghan,woman,1976-03-23,30
Jerry Maguire,2006,Cameron Crowe,7,Tom Cruise,man,1962-07-03,44,Renee Zellweger,woman,1969-04-25,37
Days of Thunder,1990,Tony Scott,5,Tom Cruise,man,1962-07-03,28,Nicole Kidman,woman,1967-06-20,23
Top Gun,1986,Tony Scott,5,Tom Cruise,man,1962-07-03,24,Kelly McGillis,woman,1957-07-09,29
Risky Business,1983,Paul Brickman,3,Tom Cruise,man,1962-07-03,21,Rebecca De Mornay,woman,1959-08-29,24
Cocktail,1988,Homi Adajania,1,Tom Cruise,man,1962-07-03,26,Elisabeth Shue,woman,1963-10-06,25
Mona Lisa Smile,2003,Mike Newell,5,John Slattery,man,1962-08-13,41,Julia Roberts,woman,1967-10-28,36
Café Society,2016,Woody Allen,28,Steve Carell,man,1962-08-16,54,Kristen Stewart,woman,1990-04-09,26
Seeking a Friend for the End of the World,2012,Lorene Scafaria,23,Steve Carell,man,1962-08-16,50,Keira Knightley,woman,1985-03-26,27
Get Smart,2008,Peter Segal,20,Steve Carell,man,1962-08-16,46,Anne Hathaway,woman,1982-11-12,26
Evan Almighty,2007,Tom Shadyac,5,Steve Carell,man,1962-08-16,45,Lauren Graham,woman,1967-03-16,40
The 40-Year Old Virgin,2005,Judd Apatow,3,Steve Carell,man,1962-08-16,43,Catherine Keener,woman,1959-03-23,46
"Crazy, Stupid, Love",2011,"Glenn Ficarra, John Requa",2,Steve Carell,man,1962-08-16,49,Julianne Moore,woman,1960-12-03,51
Dan in Real Life,2007,Peter Hedges,2,Steve Carell,man,1962-08-16,45,Juliette Binoche,woman,1964-03-09,43
Old School,2003,Todd Phillips,7,Craig Kilborn,man,1962-08-24,41,Ellen Pompeo,woman,1969-11-10,34
The Crush,1993,Alan Shapiro,14,Cary Elwes,man,1962-10-26,31,Alicia Silverstone,woman,1976-10-04,17
The Princess Bride,1987,Rob Reiner,4,Cary Elwes,man,1962-10-26,25,Robin Wright,woman,1966-04-08,21
The Crush,1993,Alan Shapiro,0,Cary Elwes,man,1962-10-26,31,Jennifer Rubin,woman,1962-04-03,31
Big Daddy,1999,Dennis Dugan,10,Jon Stewart,man,1962-11-28,37,Leslie Mann,woman,1972-03-26,27
The Duchess,2008,Saul Dibb,23,Ralph Fiennes,man,1962-12-22,46,Keira Knightley,woman,1985-03-26,23
The Duchess,2008,Saul Dibb,20,Ralph Fiennes,man,1962-12-22,46,Hayley Atwell,woman,1982-04-05,26
The Constant Gardener,2005,Fernando Meirelles,8,Ralph Fiennes,man,1962-12-22,43,Rachel Weisz,woman,1970-03-07,35
Maid in Manhattan,2002,Wayne Wang,7,Ralph Fiennes,man,1962-12-22,40,Jennifer Lopez,woman,1969-07-24,33
Schindler's List,1993,Steven Spielberg,6,Ralph Fiennes,man,1962-12-22,31,Magdalena Komornicka,woman,1968-10-10,25
Austin Powers in Goldmember,2002,Jay Roach,18,Mike Myers,man,1963-04-25,39,Beyonce Knowles,woman,1981-09-04,21
Austin Powers: The Spy Who Shagged Me,1999,Jay Roach,7,Mike Myers,man,1963-04-25,36,Heather Graham,woman,1970-01-29,29
Wayne's World,1993,Penelope Spheeris,4,Mike Myers,man,1963-04-25,30,Tia Carrere,woman,1967-01-02,26
Austin Powers: International Man of Mystery,1997,Jay Roach,2,Mike Myers,man,1963-04-25,34,Elizabeth Hurley,woman,1965-06-10,32
Black Mass,2015,Scott Cooper,26,Johnny Depp,man,1963-06-09,52,Dakota Johnson,woman,1989-10-04,26
Dark Shadows,2012,Tim Burton,24,Johnny Depp,man,1963-06-09,49,Bella Heathcote,woman,1987-05-27,25
The Rum Diary,2011,Bruce Robinson,23,Johnny Depp,man,1963-06-09,48,Amber Heard,woman,1986-04-22,25
Transcendence,2014,Wally Pfister,19,Johnny Depp,man,1963-06-09,51,Rebecca Hall,woman,1982-05-03,32
Sleepy Hollow,1999,Tim Burton,17,Johnny Depp,man,1963-06-09,36,Christina Ricci,woman,1980-02-12,19
The Astronaut's Wife,1999,Rand Ravich,12,Johnny Depp,man,1963-06-09,36,Charlize Theron,woman,1975-08-07,24
Blow,2001,Ted Demme,11,Johnny Depp,man,1963-06-09,38,Penelope Cruz,woman,1974-04-28,27
What's Eating Gilbert Grape,1993,Lasse Hallström,10,Johnny Depp,man,1963-06-09,30,Juliette Lewis,woman,1973-06-21,20
Edward Scissorhands,1990,Tim Burton,8,Johnny Depp,man,1963-06-09,27,Winona Ryder,woman,1971-10-29,19
Ed Wood,1994,Tim Burton,5,Johnny Depp,man,1963-06-09,31,Patricia Arquette,woman,1968-04-08,26
Ed Wood,1994,Tim Burton,2,Johnny Depp,man,1963-06-09,31,Sarah Jessica Parker,woman,1965-03-25,29
Chocolat,2000,Lasse Hallström,1,Johnny Depp,man,1963-06-09,37,Juliette Binoche,woman,1964-03-09,36
The Gift,2000,Sam Raimi,15,Greg Kinnear,man,1963-06-17,37,Katie Holmes,woman,1978-12-18,22
I Don't Know How She Does It,2011,Douglas McGrath,2,Greg Kinnear,man,1963-06-17,48,Sarah Jessica Parker,woman,1965-03-25,46
Yogi Bear,2010,Eric Brevig,13,Tom Cavanagh,man,1963-10-26,47,Anna Faris,woman,1976-11-29,34
Soul Food,1997,George Tillman Jr.,3,Michael Beach,man,1963-10-30,34,Gina Ravera,woman,1966-05-20,31
Soul Food,1997,George Tillman Jr.,0,Michael Beach,man,1963-10-30,34,Vanessa Williams,woman,1963-03-18,34
The Family Stone,2007,Thomas Bezucha,16,Dermot Mulroney,man,1963-10-31,44,Claire Danes,woman,1979-04-12,28
My Best Friend's Wedding,1997,P.J. Hogan,9,Dermot Mulroney,man,1963-10-31,34,Cameron Diaz,woman,1972-08-30,25
My Best Friend's Wedding,1997,P.J. Hogan,4,Dermot Mulroney,man,1963-10-31,34,Julia Roberts,woman,1967-10-28,30
The Family Stone,2007,Thomas Bezucha,2,Dermot Mulroney,man,1963-10-31,44,Sarah Jessica Parker,woman,1965-03-25,42
Miss Congeniality,2000,Donald Petrie,1,Benjamin Bratt,man,1963-12-16,37,Sandra Bullock,woman,1964-07-26,36
Troy,2004,Wolfgang Petersen,16,Brad Pitt,man,1963-12-18,41,Rose Byrne,woman,1979-07-24,25
Ad Astra,2019,James Gray,14,Brad Pitt,man,1963-12-18,56,Liv Tyler,woman,1977-07-01,42
Allied,2016,Robert Zemeckis,12,Brad Pitt,man,1963-12-18,53,Marion Cotillard,woman,1975-09-30,41
Mr. & Mrs. Smith,2005,Doug Liman,12,Brad Pitt,man,1963-12-18,42,Angelina Jolie,woman,1975-06-04,30
